149
582
39
129
0 1 2
45 111 7
46 96 5
46 104 6
46 140 2
46 145 9
47 76 1
47 77 5
47 92 2
47 101 1
48 3 7
48 78 2
49 20 2
50 2 2
50 17 2
50 33 3
50 55 10
50 122 9
50 123 1
51 82 8
52 123 4
52 125 5
52 138 4
53 8 3
53 18 3
53 45 5
53 75 3
53 87 1
53 99 10
53 104 7
53 124 5
54 16 6
54 56 4
54 62 10
54 86 1
54 138 3
54 143 2
55 18 4
55 50 10
55 145 5
56 54 4
56 86 10
56 93 10
56 99 4
56 143 5
56 148 7
57 28 3
57 58 9
57 85 10
58 14 5
58 57 9
59 22 2
59 148 10
60 20 1
60 25 6
60 73 10
60 82 6
60 103 8
60 148 9
61 24 8
61 30 5
61 40 7
61 96 7
62 9 8
62 25 3
62 54 10
62 97 10
63 0 1
63 27 9
63 98 6
63 109 7
63 134 8
64 35 3
64 73 5
64 81 6
64 111 4
64 119 6
65 80 7
65 142 9
66 1 4
66 92 1
66 95 3
66 99 8
66 144 4
67 81 9
67 93 6
67 96 1
68 34 9
68 129 4
69 1 2
69 5 5
69 85 2
69 142 8
70 18 7
70 29 5
70 91 5
70 132 2
70 134 2
70 139 2
71 16 6
71 20 3
71 75 2
71 124 5
72 2 3
72 18 7
72 94 8
72 110 5
72 133 3
73 60 10
73 64 5
73 95 3
73 114 8
74 32 4
75 23 1
75 53 3
75 71 2
75 134 6
76 17 7
76 47 1
76 107 1
76 134 7
77 47 5
77 83 3
78 19 8
78 48 2
78 122 8
79 10 8
79 30 7
79 45 3
80 65 7
80 101 9
81 64 6
81 67 9
81 85 5
81 107 7
81 115 7
82 51 8
82 60 6
82 112 10
82 129 7
82 133 3
82 148 10
83 20 7
83 77 3
84 37 6
84 89 5
84 109 5
84 111 9
85 57 10
85 69 2
85 81 5
85 116 10
85 134 9
85 140 9
86 54 1
86 56 10
86 88 6
86 122 4
87 3 4
87 13 6
87 34 6
87 53 1
87 138 6
87 141 7
88 35 1
88 38 7
88 86 6
89 16 6
89 20 1
89 84 5
89 107 7
89 117 7
90 91 10
90 104 2
91 42 7
91 70 5
91 90 10
91 121 10
91 142 7
92 13 5
92 47 2
92 66 1
93 45 4
93 56 10
93 67 6
93 95 5
94 38 1
94 72 8
94 121 3
94 122 10
94 127 7
94 142 2
94 145 8
95 15 7
95 21 9
95 66 3
95 73 3
95 93 5
95 106 1
95 116 4
96 28 8
96 31 8
96 46 5
96 61 7
96 67 1
96 128 7
96 131 2
97 0 5
97 5 3
97 62 10
97 120 6
98 0 3
98 63 6
99 19 9
99 53 10
99 56 4
99 66 8
99 102 1
99 114 1
99 131 10
100 2 2
100 20 8
100 101 4
101 14 10
101 47 1
101 80 9
101 100 4
101 117 1
101 144 8
102 13 5
102 22 1
102 99 1
102 127 9
102 138 8
103 11 4
103 60 8
104 11 6
104 19 5
104 21 9
104 24 6
104 33 9
104 35 3
104 46 6
104 53 7
104 90 2
104 117 5
104 141 10
105 42 5
106 18 6
106 35 9
106 95 1
106 128 2
107 42 1
107 76 1
107 81 7
107 89 7
108 18 3
108 111 6
108 120 8
109 40 8
109 63 7
109 84 5
110 22 7
110 26 10
110 72 5
110 127 4
111 21 4
111 37 5
111 45 7
111 64 4
111 84 9
111 108 6
111 118 3
112 26 8
112 39 1
112 82 10
112 136 7
113 134 5
114 2 9
114 31 4
114 73 8
114 99 1
114 128 9
115 81 7
116 28 6
116 85 10
116 95 4
116 133 10
117 1 5
117 7 5
117 25 3
117 89 7
117 101 1
117 104 5
118 111 3
118 140 5
119 6 7
119 64 6
119 129 3
119 145 1
120 97 6
120 108 8
121 36 5
121 91 10
121 94 3
121 123 3
122 7 2
122 16 3
122 50 9
122 78 8
122 86 4
122 94 10
122 139 5
123 50 1
123 52 4
123 121 3
124 35 2
124 53 5
124 71 5
125 52 5
125 134 4
126 129 8
127 22 3
127 34 10
127 94 7
127 102 9
127 110 4
128 4 2
128 96 7
128 106 2
128 114 9
128 131 7
129 68 4
129 82 7
129 119 3
129 126 8
130 12 9
130 34 6
130 142 6
131 96 2
131 99 10
131 128 7
132 70 2
133 9 6
133 19 6
133 72 3
133 82 3
133 116 10
134 6 1
134 34 9
134 63 8
134 70 2
134 75 6
134 76 7
134 85 9
134 113 5
134 125 4
135 14 10
136 15 2
136 112 7
137 5 8
137 20 5
138 21 5
138 52 4
138 54 3
138 87 6
138 102 8
139 70 2
139 122 5
140 8 2
140 46 2
140 85 9
140 118 5
141 5 4
141 17 10
141 87 7
141 104 10
142 65 9
142 69 8
142 91 7
142 94 2
142 130 6
143 54 2
143 56 5
144 14 8
144 43 6
144 66 4
144 101 8
145 46 9
145 55 5
145 94 8
145 119 1
146 37 4
146 38 7
147 16 3
147 38 5
148 6 3
148 8 1
148 19 1
148 32 9
148 56 7
148 59 10
148 60 9
148 82 10
